26,5
24,24
11,13
12,17
18,3
5,18
24,19
15,16
1,14
3,19
12,4
18,26
27,18
16,18
3,21
29,10
3,4
11,20
20,3
28,2
30,9
20,5
3,1
11,3
10,24
11,23
20,7
8,1
27,3
8,3
13,18
21,16
12,7
12,29
28,21
20,11
2,11
10,22
10,11
10,3
11,9
24,27
26,3
24,24
12,28
28,25
5,8
21,26
1,6
5,28
1,15
13,2
19,10
11,11
3,21
7,15
17,16
22,23
9,13
29,11
11,1
12,8
25,30
6,3
7,17
14,23
3,30
13,24
18,30
13,1
1,20
15,8
18,20
5,10
18,16
16,20
3,7
23,22
12,21
10,24
11,24
2,21
29,26
22,8
18,2
13,26
17,19
6,16
19,9
11,16
2,11
15,17
17,21
1,6
12,28
27,11
25,23
19,22
22,23
4,6
10,29
17,25
23,14
17,13
13,5
24,30
29,25
29,22
5,22
24,13
26,10
12,7
27,3
1,22
5,26
29,16
9,7
11,17
29,16
12,10
24,17
20,4
2,10
29,9
24,6
26,25
10,3
23,8
7,17
14,20
8,3
13,7
3,9
3,10
22,3
23,17
18,29
16,14
22,12
18,21
23,24
7,21
4,6
9,4
1,7
30,3
19,8
23,11
21,13
23,7
19,14
9,29
28,7
1,5
7,18
15,13
30,24
14,3
21,10
15,30
5,30
13,10
6,26
25,10
29,5
14,26
8,15
8,23
24,29
25,20
8,13
30,19
8,13
27,10
11,9
19,11
14,2
22,18
14,28
23,19
21,20
30,10
24,1
5,6
24,1
23,15
7,18
1,6
26,19
23,25
17,23
18,14
30,4
22,4
9,13
15,8
1,7
27,22
1,25
12,3
22,63
14,90
21,72
9,63
8,90
2,61
27,88
30,64
3,61
6,63
9,60
21,80
26,73
28,77
18,77
27,82
11,63
27,61
7,65
9,77
19,61
4,75
13,81
18,80
5,83
21,62
2,61
18,70
7,90
12,69
9,69
24,89
14,84
20,62
8,64
29,86
6,90
23,85
6,84
19,73
4,82
10,66
21,74
29,85
8,61
17,79
10,89
7,88
6,73
11,80
12,64
17,67
30,80
27,66
11,78
26,74
30,71
23,78
5,77
1,74
15,82
26,73
18,90
21,73
17,78
15,86
28,62
13,80
23,87
19,60
18,79
2,89
17,80
27,67
6,63
19,87
5,87
6,64
16,84
26,89
6,60
17,66
15,72
23,72
7,73
7,69
28,76
19,75
23,65
12,68
14,81
1,64
10,73
6,67
6,77
5,78
9,64
21,71
29,67
7,86
7,82
14,69
23,84
9,83
27,72
3,89
15,81
5,90
28,71
23,83
4,77
22,65
17,61
23,78
30,77
4,77
9,66
22,69
20,67
17,64
17,90
17,65
7,72
5,63
1,87
10,79
4,85
7,60
23,60
18,79
13,90
12,74
12,66
19,80
19,76
24,75
24,86
1,84
19,75
27,88
20,60
27,76
21,60
23,74
17,74
20,80
27,68
13,79
16,84
18,74
24,84
12,77
5,75
24,69
3,83
13,89
13,66
25,71
12,63
3,72
6,88
9,84
29,71
22,65
16,82
14,63
9,86
28,74
8,67
4,78
24,69
28,61
17,76
28,73
10,75
19,67
19,79
9,82
2,65
12,67
18,90
9,80
17,78
29,62
27,83
26,75
27,67
4,65
23,60
5,69
14,77
7,89
1,89
23,84
13,64
19,63
9,81
8,90
27,68
15,78
2,82
49,46
50,52
45,58
46,46
48,43
47,45
46,51
50,58
48,45
49,44
48,51
46,49
49,52
46,54
46,44
49,48
49,59
50,59
46,47
49,46
50,55
48,47
48,41
45,45
47,48
45,54
49,43
46,53
46,57
47,49
45,56
48,53
50,51
48,52
45,52
50,55
49,45
49,48
50,43
50,54
47,47
47,51
50,60
47,54
45,42
50,59
45,51
47,52
49,40
47,43
48,57
48,52
45,51
46,60
46,45
50,54
50,45
45,57
50,50
50,42
48,56
46,46
48,41
47,57
48,49
49,52
49,60
49,59
50,46
49,55
50,51
48,56
50,52
46,45
48,40
46,54
50,55
48,45
46,56
45,56
46,55
47,55
45,43
47,50
49,53
48,47
47,59
47,46
45,48
49,46
47,46
46,44
49,47
50,51
46,50
45,44
45,43
46,54
45,41
46,43
49,46
48,50
50,56
50,53
45,42
48,53
45,45
48,43
46,58
47,40
46,53
46,58
45,59
45,49
48,42
50,43
46,51
48,59
47,44
50,51
48,46
47,50
48,45
48,55
48,45
45,42
47,54
48,53
47,59
48,54
49,43
49,43
48,58
49,59
49,53
47,55
49,51
49,59
45,52
49,57
50,41
48,40
49,47
49,50
47,59
50,43
49,55
47,44
46,47
45,50
49,40
45,54
45,53
46,53
48,57
46,43
47,56
46,48
50,42
48,44
47,52
47,46
45,59
45,46
49,44
48,59
46,44
49,54
46,48
50,47
47,40
48,50
48,43
47,40
49,57
49,45
45,48
45,50
47,53
46,45
45,45
49,51
47,55
47,46
45,47
50,54
46,46
49,56
46,44
48,45
45,58
49,42
50,48
47,41
48,45
49,51
46,59
45,40
45,42
47,43
46,50
61,1
66,4
80,15
85,0
69,23
69,1
82,4
62,25
65,17
81,20
77,27
70,18
64,9
71,5
63,5
88,23
90,20
70,28
85,14
87,10
85,25
70,28
85,4
87,15
63,15
86,16
79,25
78,0
70,20
87,16
76,5
83,6
80,26
65,4
76,2
87,5
76,17
89,2
80,20
81,13
72,22
69,30
81,19
63,21
88,24
63,8
88,20
72,28
86,13
60,29
89,26
65,6
79,15
60,21
65,13
76,11
63,3
89,23
89,21
65,29
68,16
90,21
68,9
86,3
73,27
65,15
60,16
85,17
66,2
78,5
73,15
79,6
64,5
85,3
85,26
78,2
71,1
75,25
82,24
88,17
82,14
90,28
64,9
72,19
60,10
63,10
77,28
76,26
68,5
61,29
74,22
79,12
72,10
63,3
83,26
72,22
63,19
72,28
69,9
71,12
64,2
72,8
70,29
78,17
67,22
64,27
85,5
82,23
89,27
71,5
69,13
64,1
71,19
75,18
63,19
81,28
67,15
71,4
62,25
73,24
70,12
81,27
79,12
79,9
82,6
64,14
61,19
88,28
90,1
79,22
80,21
63,27
68,10
68,29
72,17
82,17
74,11
70,0
84,29
80,9
83,8
90,29
68,0
70,27
68,23
61,24
72,15
80,4
68,20
76,29
79,17
83,26
81,26
65,24
63,18
88,14
79,4
76,12
90,6
88,28
65,2
73,12
67,21
77,23
66,8
69,7
83,10
63,6
67,24
60,20
67,3
89,22
82,14
63,16
73,21
90,14
61,29
71,26
62,18
67,4
82,19
78,12
80,7
70,19
87,4
73,14
75,14
63,26
87,14
76,5
77,27
81,0
62,17
76,14
74,20
76,10
75,0
82,3
80,17
61,29
89,78
75,84
66,76
65,66
75,60
79,61
82,63
78,78
87,63
81,81
77,62
72,76
75,89
81,76
73,71
82,65
85,84
68,82
79,76
72,65
81,61
77,78
83,74
75,90
62,79
81,72
84,71
83,90
68,79
64,62
74,86
71,63
81,81
61,77
80,63
61,76
82,74
62,68
88,78
79,70
64,65
78,77
78,72
87,65
70,83
73,75
90,77
66,79
84,68
84,60
65,70
68,84
88,90
71,83
77,78
82,65
66,67
78,82
64,74
63,82
74,79
63,69
74,61
88,72
84,82
81,69
70,68
87,64
84,87
61,86
79,85
75,67
64,75
82,67
88,77
79,83
74,73
87,62
64,66
60,62
88,72
63,85
90,87
67,89
68,67
86,70
77,64
88,68
62,72
80,71
77,89
87,61
87,62
86,86
81,87
80,66
88,74
88,69
88,82
84,81
82,60
62,62
62,64
74,83
61,62
69,68
86,76
62,70
69,87
80,66
81,76
88,62
66,60
64,61
76,72
63,63
83,85
78,88
68,61
83,85
74,75
75,77
83,60
60,60
67,76
89,84
73,84
65,82
77,66
61,73
78,63
81,85
81,87
62,84
74,76
69,71
82,76
71,78
69,90
72,60
81,85
61,78
78,86
69,85
85,88
61,60
77,71
88,64
90,64
60,64
61,64
64,78
83,78
81,81
86,69
79,69
79,61
88,65
83,85
63,82
64,75
66,70
76,74
77,76
86,69
81,69
88,78
89,80
71,79
65,62
83,69
70,62
69,90
80,87
73,89
90,84
61,85
64,72
85,85
83,82
89,77
65,69
79,88
71,83
69,69
80,89
87,71
88,85
80,71
82,81
83,69
75,87
74,89
88,65
71,63
73,69
86,68
80,79
84,74
83,83
86,84
86,73
